,price(£),mileage(mi),door_count,body_style,engine_size(cc),transmission,year,brand,model
944,16758,23323.0,5.0,Estate,1997.0,Automatic,2017.0,Ford,S-Max
945,18100,11673.0,5.0,Estate,1499.0,Manual,2019.0,Ford,Kuga
946,19000,11624.0,5.0,Estate,1500.0,Manual,2019.0,Ford,Kuga
947,14949,12800.0,5.0,Estate,2000.0,Manual,2016.0,Ford,Mondeo
948,19995,2404.0,5.0,Estate,999.0,Automatic,2019.0,Ford,Focus
949,19499,11031.0,5.0,Estate,2000.0,Automatic,2019.0,Ford,Kuga
950,10499,40265.0,5.0,Estate,1498.0,Automatic,2017.0,Ford,Focus
951,13000,26870.0,5.0,Estate,2000.0,Manual,2014.0,Honda,CR-V
952,12990,23349.0,5.0,Estate,1997.0,Automatic,2012.0,Honda,CR-V
953,11990,67000.0,5.0,Estate,1997.0,Manual,2014.0,Honda,CR-V
954,31450,1730.0,5.0,Estate,1993.0,Manual,2020.0,Honda,CR-V
955,16764,29107.0,5.0,Estate,1597.0,Automatic,2016.0,Honda,CR-V
956,6295,129000.0,5.0,Estate,2199.0,Manual,2012.0,Honda,CR-V
957,850,142011.0,5.0,Estate,2204.0,Manual,2006.0,Honda,CR-V
958,22450,22500.0,5.0,Estate,1500.0,Automatic,2019.0,Honda,CR-V
959,10450,50439.0,5.0,Estate,1597.0,Manual,2017.0,Honda,Civic
960,12995,27000.0,5.0,Estate,1597.0,Manual,2016.0,Honda,CR-V
961,11895,66110.0,5.0,Estate,1968.0,Manual,2016.0,Audi,A4
962,21975,59832.0,5.0,Estate,2967.0,Automatic,2014.0,Audi,Q7
964,42500,6000.0,5.0,Estate,2000.0,Automatic,2020.0,Audi,A4
965,15800,10832.0,5.0,Estate,1395.0,Manual,2018.0,Audi,A4
966,13798,77124.0,5.0,Estate,1968.0,Automatic,2017.0,Audi,A4
968,55950,5652.0,5.0,Estate,2967.0,Automatic,2020.0,Audi,Q5
969,16695,53782.0,5.0,Estate,1968.0,Manual,2016.0,Audi,Q3
970,17299,45329.0,5.0,Estate,1968.0,Automatic,2017.0,Audi,A4
971,23995,4076.0,5.0,Estate,2000.0,Automatic,2019.0,BMW,2
972,8995,100000.0,5.0,Estate,1995.0,Manual,2013.0,BMW,5
973,15990,43333.0,5.0,Estate,1995.0,Automatic,2016.0,BMW,X1
974,16880,25103.0,5.0,Estate,2000.0,Manual,2016.0,BMW,X1
975,16500,85266.0,5.0,Estate,1995.0,Automatic,2017.0,BMW,X3
976,23490,20694.0,5.0,Estate,2000.0,Automatic,2019.0,BMW,X1
977,13750,36656.0,5.0,Estate,1995.0,Manual,2014.0,BMW,3
978,13995,123000.0,5.0,Estate,1995.0,Manual,2017.0,BMW,3
979,20950,23863.0,5.0,Estate,1995.0,Automatic,2018.0,BMW,3
980,23400,50000.0,5.0,Estate,1995.0,Automatic,2018.0,BMW,5
981,25299,1808.0,5.0,Estate,1950.0,Manual,2019.0,Mercedes-Benz,C
982,26750,47373.0,5.0,Estate,2143.0,Automatic,2017.0,Mercedes-Benz,GLC
983,25786,7073.0,5.0,Estate,1950.0,Manual,2019.0,Mercedes-Benz,C
984,23877,9493.0,5.0,Estate,1950.0,Manual,2019.0,Mercedes-Benz,C
985,23950,12757.0,5.0,Estate,2.0,Automatic,2019.0,Mercedes-Benz,C
986,16500,51000.0,5.0,Estate,1991.0,Manual,2016.0,Mercedes-Benz,C
987,13995,64820.0,5.0,Estate,2143.0,Manual,2017.0,Mercedes-Benz,CLA
988,23699,13187.0,5.0,Estate,2100.0,Automatic,2017.0,Mercedes-Benz,CLS
989,18500,28350.0,5.0,Estate,2143.0,Automatic,2017.0,Mercedes-Benz,GLA
990,41890,3423.0,5.0,Estate,3000.0,Automatic,2020.0,Mercedes-Benz,C
991,16498,25973.0,5.0,Estate,1499.0,Manual,2017.0,Ford,Kuga
992,25000,7359.0,5.0,Estate,2000.0,Automatic,2019.0,Ford,Kuga
993,899,120000.0,5.0,Estate,1798.0,Manual,2007.0,Ford,Mondeo
994,5995,61000.0,5.0,Estate,998.0,Manual,2013.0,Ford,Focus
995,19498,181.0,5.0,Estate,1499.0,Manual,2020.0,Ford,Tourneo
996,18265,9751.0,5.0,Estate,1500.0,Manual,2019.0,Ford,Focus
997,1350,100000.0,5.0,Estate,1388.0,Manual,2006.0,Ford,Fusion
998,2995,105000.0,5.0,Estate,1997.0,Manual,2008.0,Ford,Mondeo
999,1650,185000.0,5.0,Estate,1753.0,Manual,2009.0,Ford,Focus
1000,15000,36531.0,5.0,Estate,1500.0,Automatic,2017.0,Ford,Kuga
1001,19495,11729.0,5.0,Estate,1997.0,Automatic,2017.0,Honda,CR-V
1002,20699,13881.0,5.0,Estate,1498.0,Manual,2019.0,Honda,CR-V
1003,19498,13298.0,5.0,Estate,1997.0,Automatic,2018.0,Honda,CR-V
1004,7295,75888.0,5.0,Estate,2199.0,Manual,2011.0,Honda,CR-V
1005,9950,47742.0,5.0,Estate,1997.0,Automatic,2011.0,Honda,CR-V
1006,20500,23682.0,5.0,Estate,1597.0,Automatic,2018.0,Honda,CR-V
1007,15595,54600.0,5.0,Estate,1597.0,Automatic,2016.0,Honda,CR-V
